0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;1;1;1;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;1;4;3;1;0;3;94;2;2;0;0;0;0;0;0;0;0;0;1;1;1;4;1;0;1
1;4;6;8;12;4;15;23;28;14;1;3;4;2;0;0;1;0;0;0;1;0;2;1;1;0;0
0;4;9;18;23;29;53;70;200;184;102;64;12;2;1;0;0;0;0;1;1;2;0;1;1;0;1
1;3;12;24;21;19;15;19;37;52;86;146;44;8;4;6;1;1;3;9;6;3;2;4;1;0;0
0;5;4;38;17;19;13;5;8;6;6;13;9;24;23;10;4;10;12;35;8;24;8;4;4;0;1
1;0;0;5;2;4;4;4;1;1;2;9;13;23;60;35;20;1;19;23;14;9;5;3;3;0;0
0;0;0;1;0;0;1;0;0;0;0;0;4;9;9;15;31;17;21;27;22;4;2;3;2;0;3
3;12;2;0;0;0;0;0;0;0;2;1;2;1;5;12;5;12;8;12;21;11;5;6;2;2;0
0;10;6;0;0;0;0;0;0;0;1;3;8;3;0;2;0;2;3;1;0;13;4;1;1;0;2
2;0;3;2;0;0;0;0;0;0;0;0;1;3;2;0;0;0;4;1;2;22;33;14;3;2;1
1;3;2;2;0;0;0;1;0;0;0;0;1;1;0;1;1;0;6;6;9;26;18;10;2;1;0
0;0;1;1;0;2;1;0;0;1;0;0;1;1;1;4;2;3;8;6;27;13;5;4;0;0;0
0;0;1;1;1;2;1;0;0;1;1;1;1;0;4;8;5;11;6;8;14;0;3;0;1;0;0
0;3;10;1;2;2;7;0;0;0;0;0;0;1;2;2;10;5;3;1;1;3;0;0;1;0;0
0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;4;2;1;1;0;0;0;1;0;0;0